"code_secteur_naf","libelle_secteur_naf","code_ogr_rome","code_rome","libelle_rome"
"62","Programmation, conseil et autres activites informatiques","510415","M1886","Chef / Cheffe de projet Web"
"62","Programmation, conseil et autres activites informatiques","510419","M1887","Product builder no code"
"62","Programmation, conseil et autres activites informatiques","510440","M1889","Ingénieur / Ingénieure en Intelligence Artificielle (IA)"
"62","Programmation, conseil et autres activites informatiques","510450","M1892","Ingénieur / Ingénieure en informatique embarquée"
"63","Services d'information","119","E1101","Community manager"
"63","Services d'information","122","E1104","Concepteur / Conceptrice de contenus multimedia"
"63","Services d'information","123","E1105","Editeur / Editrice"
"63","Services d'information","124","E1106","Journaliste"
"63","Services d'information","403088","E1109","Directeur / Directrice de la communication"
"63","Services d'information","488749","E1110","Directeur / Directrice de la rédaction"
"63","Services d'information","509400","E1114","Reporter / Reportrice"
"63","Services d'information","509668","E1116","Responsable d'édition en presse"
"63","Services d'information","510053","E1118","Présentateur / Présentatrice journaliste"
"63","Services d'information","515383","E1131","Chargé / Chargée de plaidoyer"
"63","Services d'information","520262","E1132","Directeur éditorial / Directrice éditoriale"
"63","Services d'information","510209","E1406","Influenceur / Influenceuse web"
"63","Services d'information","510298","E1407","Traffic manager"
"63","Services d'information","488349","I1403","Technicien / Technicienne Datacenter"
"63","Services d'information","510063","K2139","Chargé / Chargée de bilan professionnel"
"63","Services d'information","404047","M1405","Data scientist"
"63","Services d'information","509531","M1419","Data analyst"
"63","Services d'information","510245","M1423","Chief Data Officer"
"63","Services d'information","488873","M1716","Directeur / Directrice marketing digital"
"63","Services d'information","510431","M1717","Responsable innovation"
"63","Services d'information","510434","M1718","Chargé / Chargée de marketing digital"
"63","Services d'information","490","M1801","Administrateur / Administratrice de systèmes d'information (SI)"
"63","Services d'information","496","M1807","Spécialiste outils, systèmes d'exploitation, réseaux et télécoms"
"63","Services d'information","404048","M1811","Data engineer"
"63","Services d'information","488329","M1814","Scrum Master"
"63","Services d'information","488576","M1815","Spécialiste test et validation logiciel ou application"
"63","Services d'information","488641","M1818","Ingénieur / Ingénieure d'étude informatique"
"63","Services d'information","488707","M1819","Technicien / Technicienne en cybersécurité"
"63","Services d'information","488716","M1821","Analyste d'application informatique"
"63","Services d'information","488717","M1822","Spécialiste Jumeau Numérique"
"63","Services d'information","488748","M1824","Développeur / Développeuse décisionnel - Business Intelligence"
"63","Services d'information","488750","M1825","Coordinateur / Coordinatrice de production web"
"63","Services d'information","488754","M1827","Ingénieur / Ingénieure DevOps"
"63","Services d'information","488786","M1831","Développeur / Développeuse - jeux vidéo"
"63","Services d'information","488865","M1832","Homologateur / Homologatrice fonctionnel de logiciel"
"63","Services d'information","488894","M1836","Ingénieur concepteur / Ingénieure conceptrice informatique"
"63","Services d'information","489017","M1844","Responsable des études et applications informatiques"
"63","Services d'information","489067","M1851","Analyste décisionnel - Business Intelligence"
"63","Services d'information","489072","M1852","Analyste d'étude informatique"
"63","Services d'information","510465","M1894","Gestionnaire de base de données"
"63","Services d'information","488604","N4110","Releveur / Releveuse de compteurs"
"64","Activites des services financiers, hors assurance et caisses de retraite","63","C1109","Gestionnaire en assurances"
"64","Activites des services financiers, hors assurance et caisses de retraite","518347","C1128","Rédacteur / Rédactrice règlement assurances"
"64","Activites des services financiers, hors assurance et caisses de retraite","65","C1201","Chargé / Chargée d'accueil et de services clientèle bancaire"
"64","Activites des services financiers, hors assurance et caisses de retraite","66","C1202","Analyste de crédits et risques bancaires"
"64","Activites des services financiers, hors assurance et caisses de retraite","67","C1203","Chargé / Chargée d'affaires bancaires"
"64","Activites des services financiers, hors assurance et caisses de retraite","68","C1204","Gestionnaire de produits bancaires"
"64","Activites des services financiers, hors assurance et caisses de retraite","69","C1205","Conseiller / Conseillère en gestion de patrimoine"
"64","Activites des services financiers, hors assurance et caisses de retraite","70","C1206","Conseiller / Conseillère de clientèle bancaire"
"64","Activites des services financiers, hors assurance et caisses de retraite","71","C1207","Directeur / Directrice d'agence bancaire"
"64","Activites des services financiers, hors assurance et caisses de retraite","403084","C1208","Courtier / Courtière en banque"
"64","Activites des services financiers, hors assurance et caisses de retraite","518357","C1210","Vendeur / Vendeuse en devises"
"64","Activites des services financiers, hors assurance et caisses de retraite","518361","C1212","Conseiller / Conseillère à distance de banque"
"64","Activites des services financiers, hors assurance et caisses de retraite","518407","C1213","Directeur / Directrice d'organisme de crédit"
"64","Activites des services financiers, hors assurance et caisses de retraite","518414","C1214","Chargé / Chargée d'études crédits bancaires"
"64","Activites des services financiers, hors assurance et caisses de retraite","518475","C1215","Contrôleur / Contrôleuse de banque"
"64","Activites des services financiers, hors assurance et caisses de retraite","518479","C1216","Rédacteur / Rédactrice Banque de France"
"64","Activites des services financiers, hors assurance et caisses de retraite","518498","C1217","Conseiller commercial / Conseillère commerciale de banque"
"64","Activites des services financiers, hors assurance et caisses de retraite","72","C1301","Trader"
"64","Activites des services financiers, hors assurance et caisses de retraite","73","C1302","Gestionnaire des opérations sur les marchés financiers"
"64","Activites des services financiers, hors assurance et caisses de retraite","74","C1303","Responsable de portefeuille financier"
"64","Activites des services financiers, hors assurance et caisses de retraite","518553","C1304","Gestionnaire d'organisme de placement collectif en valeurs mobilières -OPCVM-"
"64","Activites des services financiers, hors assurance et caisses de retraite","518554","C1305","Opérateur / Opératrice sur marchés financiers"
"64","Activites des services financiers, hors assurance et caisses de retraite","75","C1401","Agent administratif / Agente administrative banque ou assurance"
"64","Activites des services financiers, hors assurance et caisses de retraite","518635","C1403","Cadre technique de la banque"
"64","Activites des services financiers, hors assurance et caisses de retraite","488930","I1105","Responsable de maintenance et d'exploitation"
"64","Activites des services financiers, hors assurance et caisses de retraite","512362","I1322","Technicien / Technicienne de maintenance des automates bancaires"
"64","Activites des services financiers, hors assurance et caisses de retraite","386","K1503","Contrôleur / Contrôleuse des impôts"
"64","Activites des services financiers, hors assurance et caisses de retraite","387","K1504","Percepteur / Perceptrice des impôts et du Trésor Public"
"64","Activites des services financiers, hors assurance et caisses de retraite","509669","K1510","Contrôleur / Contrôleuse du Trésor public"
"64","Activites des services financiers, hors assurance et caisses de retraite","509890","K1511","Inspecteur / Inspectrice des impôts"
"64","Activites des services financiers, hors assurance et caisses de retraite","489169","K1908","Responsable de service contentieux et recouvrement"
"64","Activites des services financiers, hors assurance et caisses de retraite","510013","K1910","Commissaire à la Cour des comptes"
"64","Activites des services financiers, hors assurance et caisses de retraite","458","M1201","Analyste financier / Analyste financière"
"64","Activites des services financiers, hors assurance et caisses de retraite","462","M1205","Directeur administratif et financier / Directrice administrative et financière (DAF)"
"64","Activites des services financiers, hors assurance et caisses de retraite","464","M1207","Trésorier / Trésorière"
"64","Activites des services financiers, hors assurance et caisses de retraite","509798","M1219","Conseiller / Conseillère en fusion et acquisition"
"64","Activites des services financiers, hors assurance et caisses de retraite","509824","M1221","Responsable financement de projet"
"64","Activites des services financiers, hors assurance et caisses de retraite","509898","M1223","Chef / Cheffe des services administratifs et financiers"
"64","Activites des services financiers, hors assurance et caisses de retraite","510034","M1224","Economiste financier / Economiste financière"
"64","Activites des services financiers, hors assurance et caisses de retraite","509355","M1226","Responsable investissements"
"64","Activites des services financiers, hors assurance et caisses de retraite","509556","M1228","Gestionnaire de risques financiers"
"64","Activites des services financiers, hors assurance et caisses de retraite","512366","N1208","Opérateur / Opératrice de traitement de valeurs"
"65","Assurance","55","C1101","Chargé / Chargée de produit en assurances"
"65","Assurance","56","C1102","Conseiller commercial / Conseillère commerciale et relation client en assurances"
"65","Assurance","57","C1103","Courtier / Courtière en assurance"
"65","Assurance","58","C1104","Responsable d'agence en assurances"
"65","Assurance","59","C1105","Actuaire en assurances"
"65","Assurance","60","C1106","Expert / Experte risques en assurances"
"65","Assurance","61","C1107","Chargé / Chargée d'indemnisations en assurances"
"65","Assurance","62","C1108","Responsable de département en assurances"
"65","Assurance","63","C1109","Gestionnaire en assurances"
"65","Assurance","64","C1110","Souscripteur / Souscriptrice en assurances"
"65","Assurance","404510","C1111","Mandataire en assurance"
"65","Assurance","404511","C1112","Agent général / Agente générale d'assurance"
"65","Assurance","489048","C1113","Expert / Experte en assurances dommages automobile"
"65","Assurance","515427","C1114","Assureur / Assureuse maritime"
"65","Assurance","518236","C1115","Conseiller retraite / Conseillère retraite"
"65","Assurance","518239","C1116","Chargé / Chargée de clientèle centre d'appels en assurances"
"65","Assurance","518252","C1118","Responsable de secteur en assurances"
"65","Assurance","518253","C1119","Chargé / Chargée d'affaires en assurances"
"65","Assurance","518278","C1120","Conseiller / Conseillère en études actuarielles"
"65","Assurance","518280","C1121","Inspecteur / Inspectrice des assurances"
"65","Assurance","518310","C1124","Technicien / Technicienne sécurité sociale"
"65","Assurance","518324","C1127","Expert / Experte à distance sinistres et dommages en assurances"
"65","Assurance","518347","C1128","Rédacteur / Rédactrice règlement assurances"
"65","Assurance","518543","C1129","Responsable grands comptes assurances"
"65","Assurance","519631","C1130","Gestionnaire en protection sociale"
"65","Assurance","70","C1206","Conseiller / Conseillère de clientèle bancaire"
"65","Assurance","510029","C1209","Spécialiste de la vérification client"
"65","Assurance","75","C1401","Agent administratif / Agente administrative banque ou assurance"
"65","Assurance","518595","C1402","Agent / Agente technique des régimes de retraite complémentaire et de prévoyance"
"65","Assurance","109","D1408","Conseiller / Conseillère clientèle à distance"
"65","Assurance","488721","M1823","Consultant / Consultante avant-vente"
"66","Activites auxiliaires de services financiers et d'assurance","55","C1101","Chargé / Chargée de produit en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","56","C1102","Conseiller commercial / Conseillère commerciale et relation client en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","57","C1103","Courtier / Courtière en assurance"
"66","Activites auxiliaires de services financiers et d'assurance","58","C1104","Responsable d'agence en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","59","C1105","Actuaire en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","60","C1106","Expert / Experte risques en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","61","C1107","Chargé / Chargée d'indemnisations en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","62","C1108","Responsable de département en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","63","C1109","Gestionnaire en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","64","C1110","Souscripteur / Souscriptrice en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","404510","C1111","Mandataire en assurance"
"66","Activites auxiliaires de services financiers et d'assurance","404511","C1112","Agent général / Agente générale d'assurance"
"66","Activites auxiliaires de services financiers et d'assurance","518239","C1116","Chargé / Chargée de clientèle centre d'appels en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","518252","C1118","Responsable de secteur en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","518253","C1119","Chargé / Chargée d'affaires en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","518278","C1120","Conseiller / Conseillère en études actuarielles"
"66","Activites auxiliaires de services financiers et d'assurance","518280","C1121","Inspecteur / Inspectrice des assurances"
"66","Activites auxiliaires de services financiers et d'assurance","518291","C1122","Contrôleur / Contrôleuse prestations de la sécurité sociale"
"66","Activites auxiliaires de services financiers et d'assurance","518308","C1123","Chef / Cheffe de service de la sécurité sociale"
"66","Activites auxiliaires de services financiers et d'assurance","518318","C1125","Responsable gestion des sinistres"
"66","Activites auxiliaires de services financiers et d'assurance","518324","C1127","Expert / Experte à distance sinistres et dommages en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","518347","C1128","Rédacteur / Rédactrice règlement assurances"
"66","Activites auxiliaires de services financiers et d'assurance","518543","C1129","Responsable grands comptes assurances"
"66","Activites auxiliaires de services financiers et d'assurance","65","C1201","Chargé / Chargée d'accueil et de services clientèle bancaire"
"66","Activites auxiliaires de services financiers et d'assurance","69","C1205","Conseiller / Conseillère en gestion de patrimoine"
"66","Activites auxiliaires de services financiers et d'assurance","70","C1206","Conseiller / Conseillère de clientèle bancaire"
"66","Activites auxiliaires de services financiers et d'assurance","71","C1207","Directeur / Directrice d'agence bancaire"
"66","Activites auxiliaires de services financiers et d'assurance","403084","C1208","Courtier / Courtière en banque"
"66","Activites auxiliaires de services financiers et d'assurance","518357","C1210","Vendeur / Vendeuse en devises"
"66","Activites auxiliaires de services financiers et d'assurance","518359","C1211","Guichetier vendeur / Guichetière vendeuse"
"66","Activites auxiliaires de services financiers et d'assurance","518361","C1212","Conseiller / Conseillère à distance de banque"
"66","Activites auxiliaires de services financiers et d'assurance","518475","C1215","Contrôleur / Contrôleuse de banque"
"66","Activites auxiliaires de services financiers et d'assurance","518479","C1216","Rédacteur / Rédactrice Banque de France"
"66","Activites auxiliaires de services financiers et d'assurance","518498","C1217","Conseiller commercial / Conseillère commerciale de banque"
"66","Activites auxiliaires de services financiers et d'assurance","72","C1301","Trader"
"66","Activites auxiliaires de services financiers et d'assurance","73","C1302","Gestionnaire des opérations sur les marchés financiers"
"66","Activites auxiliaires de services financiers et d'assurance","74","C1303","Responsable de portefeuille financier"
"66","Activites auxiliaires de services financiers et d'assurance","518553","C1304","Gestionnaire d'organisme de placement collectif en valeurs mobilières -OPCVM-"
"66","Activites auxiliaires de services financiers et d'assurance","518554","C1305","Opérateur / Opératrice sur marchés financiers"
"66","Activites auxiliaires de services financiers et d'assurance","75","C1401","Agent administratif / Agente administrative banque ou assurance"
"66","Activites auxiliaires de services financiers et d'assurance","518595","C1402","Agent / Agente technique des régimes de retraite complémentaire et de prévoyance"
"66","Activites auxiliaires de services financiers et d'assurance","518635","C1403","Cadre technique de la banque"
"66","Activites auxiliaires de services financiers et d'assurance","109","D1408","Conseiller / Conseillère clientèle à distance"
"66","Activites auxiliaires de services financiers et d'assurance","459","M1202","Auditeur comptable et financier / Auditrice comptable et financière"
"68","Activites immobilieres","76","C1501","Gestionnaire de copropriété"
"68","Activites immobilieres","77","C1502","Chargé / Chargée de gestion locative en immobilier"
"68","Activites immobilieres","78","C1503","Chargé / Chargée d'affaires immobilières"
"68","Activites immobilieres","79","C1504","Conseiller / Conseillère immobilier"
"68","Activites immobilieres","403085","C1505","Responsable d'agence immobilière"
"68","Activites immobilieres","489040","C1506","Responsable de projet immobilier"
"68","Activites immobilieres","519689","C1507","Chargé / Chargée de recouvrement immobilier"
"68","Activites immobilieres","520067","C1508","Assistant / Assistante de gestion syndic immobilier"
"68","Activites immobilieres","510458","F1133","Chargé / Chargée d'affaires foncières"
"68","Activites immobilieres","488930","I1105","Responsable de maintenance et d'exploitation"
"68","Activites immobilieres","309","I1203","Agent / Agente d'entretien du bâtiment"
"68","Activites immobilieres","510311","K1815","Chargé / Chargée de mission ""Villes et Territoires Durables"""
"68","Activites immobilieres","400","K1901","Notaire"
"68","Activites immobilieres","428","K2501","Gardien / Gardienne d'immeuble"
"69","Activites juridiques et comptables","515427","C1114","Assureur / Assureuse maritime"
"69","Activites juridiques et comptables","69","C1205","Conseiller / Conseillère en gestion de patrimoine"
"69","Activites juridiques et comptables","519689","C1507","Chargé / Chargée de recouvrement immobilier"
"69","Activites juridiques et comptables","488284","H1509","Responsable des affaires règlementaires en industrie pharmaceutique"
"69","Activites juridiques et comptables","488352","H1519","Responsable éthique-déontologie-conformité en industrie pharmaceutique"
"69","Activites juridiques et comptables","365","K1102","Mandataire judiciaire à la protection des majeurs (MJPM)"
"69","Activites juridiques et comptables","387","K1504","Percepteur / Perceptrice des impôts et du Trésor Public"
"69","Activites juridiques et comptables","388","K1505","Inspecteur / Inspectrice des douanes"
"69","Activites juridiques et comptables","510301","K1509","Adjoint / Adjointe de contrôle de la concurrence, de la consommation et de la répression des fraudes"
"69","Activites juridiques et comptables","509669","K1510","Contrôleur / Contrôleuse du Trésor public"
"69","Activites juridiques et comptables","400","K1901","Notaire"
"69","Activites juridiques et comptables","401","K1902","Clerc de notaire"
"69","Activites juridiques et comptables","402","K1903","Juriste"
"69","Activites juridiques et comptables","403","K1904","Juge"
"69","Activites juridiques et comptables","488574","K1905","Huissier / Huissière de justice"
"69","Activites juridiques et comptables","488602","K1906","Délégué / Déléguée à la protection des données - Data Protection Officer"
"69","Activites juridiques et comptables","488737","K1907","Commissaire-priseur / Commissaire-priseure"
"69","Activites juridiques et comptables","489169","K1908","Responsable de service contentieux et recouvrement"
"69","Activites juridiques et comptables","510190","K1909","Greffier / Greffière"
"69","Activites juridiques et comptables","510013","K1910","Commissaire à la Cour des comptes"
"69","Activites juridiques et comptables","509350","K1911","Fiscaliste"
"69","Activites juridiques et comptables","515381","K1912","Formaliste"
"69","Activites juridiques et comptables","510262","K1913","Médiateur / Médiatrice judiciaire"
"69","Activites juridiques et comptables","509909","K1914","Responsable de service juridique"
"69","Activites juridiques et comptables","510042","K1915","Avocat / Avocate"
"69","Activites juridiques et comptables","510152","K1916","Mandataire de justice"
"69","Activites juridiques et comptables","459","M1202","Auditeur comptable et financier / Auditrice comptable et financière"
"69","Activites juridiques et comptables","460","M1203","Comptable"
"69","Activites juridiques et comptables","461","M1204","Contrôleur / Contrôleuse de gestion"
"69","Activites juridiques et comptables","462","M1205","Directeur administratif et financier / Directrice administrative et financière (DAF)"
"69","Activites juridiques et comptables","463","M1206","Responsable comptabilité"
"69","Activites juridiques et comptables","464","M1207","Trésorier / Trésorière"
"69","Activites juridiques et comptables","488629","M1208","Directeur / Directrice du contrôle de gestion"
"69","Activites juridiques et comptables","488910","M1209","Conseiller / Conseillère en gestion"
"69","Activites juridiques et comptables","489196","M1210","Commissaire aux comptes"
"69","Activites juridiques et comptables","510639","M1211","Expert-comptable / Experte-comptable"
"69","Activites juridiques et comptables","509521","M1213","Assistant / Assistante comptable"
"69","Activites juridiques et comptables","509538","M1214","Négociateur / Négociatrice en devises"
"69","Activites juridiques et comptables","509553","M1215","Contrôleur comptable et financier / Contrôleuse comptable et financière"
"69","Activites juridiques et comptables","509822","M1220","Credit manager"
"69","Activites juridiques et comptables","510267","M1225","Aide-comptable"
"69","Activites juridiques et comptables","488773","M1507","Gestionnaire paie"
"69","Activites juridiques et comptables","481","M1608","Secrétaire comptable"
"69","Activites juridiques et comptables","488746","M1611","Secrétaire Facturier / Facturière"
"69","Activites juridiques et comptables","488787","M1612","Assistant / Assistante de service juridique"
"7","Extraction de minerais metalliques","280","H2903","Usineur / Usineuse"
"70","Activites des sieges sociaux, conseil de gestion","510270","A1312","Directeur / Directrice environnement"
"70","Activites des sieges sociaux, conseil de gestion","510436","A1313","Chargé / Chargée de mission environnement"
"70","Activites des sieges sociaux, conseil de gestion","510029","C1209","Spécialiste de la vérification client"
"70","Activites des sieges sociaux, conseil de gestion","106","D1405","Conseiller / Conseillère en information médicale"
"70","Activites des sieges sociaux, conseil de gestion","107","D1406","Directeur / Directrice des ventes"
"70","Activites des sieges sociaux, conseil de gestion","488326","D1414","Responsable de zone internationale"
"70","Activites des sieges sociaux, conseil de gestion","510211","D1443","Chargé / Chargée d'assistance"
"70","Activites des sieges sociaux, conseil de gestion","121","E1103","Chargé / Chargée des relations publiques"
"70","Activites des sieges sociaux, conseil de gestion","403088","E1109","Directeur / Directrice de la communication"
"70","Activites des sieges sociaux, conseil de gestion","488921","E1112","Chargé / Chargée de communication"
"70","Activites des sieges sociaux, conseil de gestion","510598","E1124","Social media manager - Responsable des médias sociaux"
"70","Activites des sieges sociaux, conseil de gestion","510441","E1127","Brand content manager"
"70","Activites des sieges sociaux, conseil de gestion","510443","E1128","Directeur / Directrice de création"
"70","Activites des sieges sociaux, conseil de gestion","510449","E1129","Directeur / Directrice artistique communication"
"70","Activites des sieges sociaux, conseil de gestion","515383","E1131","Chargé / Chargée de plaidoyer"
"70","Activites des sieges sociaux, conseil de gestion","520415","E1133","Attaché parlementaire / Attachée parlementaire"
"70","Activites des sieges sociaux, conseil de gestion","509504","E1403","Consultant / Consultante média"
"70","Activites des sieges sociaux, conseil de gestion","509820","E1405","Référenceur / Référenceuse web"
"70","Activites des sieges sociaux, conseil de gestion","510209","E1406","Influenceur / Influenceuse web"
"70","Activites des sieges sociaux, conseil de gestion","510458","F1133","Chargé / Chargée d'affaires foncières"
"70","Activites des sieges sociaux, conseil de gestion","189","G1302","Yield manager"
"70","Activites des sieges sociaux, conseil de gestion","218","H1207","Rédacteur / Rédactrice technique"
"70","Activites des sieges sociaux, conseil de gestion","509699","H1234","Responsable de service de rédaction technique"
"70","Activites des sieges sociaux, conseil de gestion","519923","H1313","Ingénieur / Ingénieure sécurité incendie"
"70","Activites des sieges sociaux, conseil de gestion","404542","H1507","Chargé / Chargée des affaires réglementaires"
"70","Activites des sieges sociaux, conseil de gestion","366","K1103","Conseiller / Conseillère en développement personnel"
"70","Activites des sieges sociaux, conseil de gestion","399","K1802","Chargé / Chargée de développement économique et local"
"70","Activites des sieges sociaux, conseil de gestion","509511","K1803","Animateur / Animatrice de développement régional"
"70","Activites des sieges sociaux, conseil de gestion","457","M1102","Directeur / Directrice des achats"
"70","Activites des sieges sociaux, conseil de gestion","461","M1204","Contrôleur / Contrôleuse de gestion"
"70","Activites des sieges sociaux, conseil de gestion","464","M1207","Trésorier / Trésorière"
"70","Activites des sieges sociaux, conseil de gestion","488629","M1208","Directeur / Directrice du contrôle de gestion"
"70","Activites des sieges sociaux, conseil de gestion","488910","M1209","Conseiller / Conseillère en gestion"
"70","Activites des sieges sociaux, conseil de gestion","510639","M1211","Expert-comptable / Experte-comptable"
"70","Activites des sieges sociaux, conseil de gestion","510433","M1216","Secrétaire général / Secrétaire générale"
"70","Activites des sieges sociaux, conseil de gestion","509791","M1218","Directeur / Directrice de l'environnement de travail"
"70","Activites des sieges sociaux, conseil de gestion","509822","M1220","Credit manager"
"70","Activites des sieges sociaux, conseil de gestion","509824","M1221","Responsable financement de projet"
"70","Activites des sieges sociaux, conseil de gestion","509880","M1222","Assistant / Assistante de contrôle budgétaire"
"70","Activites des sieges sociaux, conseil de gestion","509898","M1223","Chef / Cheffe des services administratifs et financiers"
"70","Activites des sieges sociaux, conseil de gestion","465","M1301","Dirigeant / Dirigeante d'entreprise privée"
"70","Activites des sieges sociaux, conseil de gestion","466","M1302","Responsable de Petite ou Moyenne Entreprise -PME-"
"70","Activites des sieges sociaux, conseil de gestion","509930","M1303","Directeur / Directrice de filiale"
"70","Activites des sieges sociaux, conseil de gestion","510248","M1304","Directeur / Directrice d'unité de services au public"
"70","Activites des sieges sociaux, conseil de gestion","468","M1402","Responsable en organisation en entreprise"
"70","Activites des sieges sociaux, conseil de gestion","469","M1403","Chargé / Chargée d'études socio-économiques"
"70","Activites des sieges sociaux, conseil de gestion","488287","M1406","Responsable RSE (Responsabilité Sociétale de l'Entreprise)"
"70","Activites des sieges sociaux, conseil de gestion","488639","M1409","Ingénieur / Ingénieure économiste en entreprise"
"70","Activites des sieges sociaux, conseil de gestion","488729","M1410","Responsable Green IT"
"70","Activites des sieges sociaux, conseil de gestion","488756","M1411","Consultant / Consultante en énergie renouvelable"
"70","Activites des sieges sociaux, conseil de gestion","488936","M1413","Chargé / Chargée de mission RSE - Responsabilité Sociétale de l'Entreprise"
"70","Activites des sieges sociaux, conseil de gestion","509391","M1415","Auditeur social / Auditrice sociale"
"70","Activites des sieges sociaux, conseil de gestion","509399","M1416","Animateur / Animatrice qualité services"
"70","Activites des sieges sociaux, conseil de gestion","509408","M1417","Intervenant / Intervenante en Prévention des Risques Professionnels - IPRP"
"70","Activites des sieges sociaux, conseil de gestion","509536","M1420","Responsable en intelligence économique"
"70","Activites des sieges sociaux, conseil de gestion","509641","M1422","Directeur / Directrice d'études socio-économiques"
"70","Activites des sieges sociaux, conseil de gestion","509806","M1424","Consultant / Consultante en intelligence économique"
"70","Activites des sieges sociaux, conseil de gestion","510041","M1427","Animateur / Animatrice de réseau d'entreprises"
"70","Activites des sieges sociaux, conseil de gestion","510195","M1428","Directeur / Directrice qualité services"
"70","Activites des sieges sociaux, conseil de gestion","510146","M1429","Consultant / Consultante en management"
"70","Activites des sieges sociaux, conseil de gestion","510157","M1430","Chargé / Chargée d'études commerciales"
"70","Activites des sieges sociaux, conseil de gestion","515441","M1431","Chargé / Chargée de partenariat"
"70","Activites des sieges sociaux, conseil de gestion","518248","M1432","Office manager"
"70","Activites des sieges sociaux, conseil de gestion","471","M1501","Assistant / Assistante Ressources Humaines (RH)"
"70","Activites des sieges sociaux, conseil de gestion","473","M1503","Directeur / Directrice des Ressources Humaines (DRH)"
"70","Activites des sieges sociaux, conseil de gestion","488324","M1505","Chargé / Chargée de formation en entreprise"
"70","Activites des sieges sociaux, conseil de gestion","488773","M1507","Gestionnaire paie"
"70","Activites des sieges sociaux, conseil de gestion","509375","M1508","Conseiller / Conseillère en gestion de carrière"
"70","Activites des sieges sociaux, conseil de gestion","510401","M1509","Responsable paie et administration du personnel"
"70","Activites des sieges sociaux, conseil de gestion","509677","M1510","Chargé / Chargée de mission RH diversité handicap"
"70","Activites des sieges sociaux, conseil de gestion","509763","M1511","Responsable Qualité de Vie au Travail"
"70","Activites des sieges sociaux, conseil de gestion","510197","M1512","Directeur / Directrice des relations sociales"
"70","Activites des sieges sociaux, conseil de gestion","477","M1604","Assistant / Assistante de direction"
"70","Activites des sieges sociaux, conseil de gestion","488746","M1611","Secrétaire Facturier / Facturière"
"70","Activites des sieges sociaux, conseil de gestion","484","M1702","Planneur / Planneuse stratégique"
"70","Activites des sieges sociaux, conseil de gestion","485","M1703","Chef / Cheffe de produit"
"70","Activites des sieges sociaux, conseil de gestion","487","M1705","Responsable marketing"
"70","Activites des sieges sociaux, conseil de gestion","489","M1707","Responsable du développement commercial"
"70","Activites des sieges sociaux, conseil de gestion","488310","M1711","Directeur / Directrice du marketing"
"70","Activites des sieges sociaux, conseil de gestion","488738","M1715","Directeur commercial / Directrice commerciale"
"70","Activites des sieges sociaux, conseil de gestion","488873","M1716","Directeur / Directrice marketing digital"
"70","Activites des sieges sociaux, conseil de gestion","510434","M1718","Chargé / Chargée de marketing digital"
"70","Activites des sieges sociaux, conseil de gestion","520176","M1720","Category Manager Responsable (CATMAN)"
"70","Activites des sieges sociaux, conseil de gestion","489020","N1305","Ingénieur / Ingénieure logistique"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488634","A1206","Concepteur / Conceptrice paysagiste"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","515384","A1314","Halieute"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","515385","A1315","Technicien / Technicienne naturaliste"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","518742","A1323","Ornithologue"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","509566","B1702","Technicien / Technicienne en ostéologie-moulage"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","78","C1503","Chargé / Chargée d'affaires immobilières"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","142","F1101","Architecte du bâtiment"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","143","F1102","Architecte d'intérieur"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","144","F1103","Diagnostiqueur / Diagnostiqueuse immobilier"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","147","F1106","Ingénieur / Ingénieure d'études de prix BTP"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","148","F1107","Géomètre"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","149","F1108","Métreur / Métreuse de la construction"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","403075","F1109","Assistant / Assistante géomètre"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","403079","F1110","Dessinateur / Dessinatrice enveloppe du bâtiment"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","403089","F1111","Ingénieur / Ingénieure génie civil"
