"code_secteur_naf","libelle_secteur_naf","code_ogr_rome","code_rome","libelle_rome"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","403090","F1112","Ingénieur / Ingénieure calcul et structure"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","404537","F1113","Responsable énergie"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","404538","F1114","Conseiller / Conseillère en rénovation énergétique"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488590","F1117","Ingénieur / Ingénieure d'étude CVC"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488623","F1120","Economiste de la construction"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488637","F1121","Architecte du patrimoine national"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488897","F1124","Hydrologue"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","489011","F1125","BIM Manager"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","489182","F1126","Assistant / Assistante maîtrise d'½uvre en architecture"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","509406","F1127","Architecte-urbaniste"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","509494","F1130","Contrôleur / Contrôleuse technique de la construction (CTC)"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","509539","F1132","Acousticien / Acousticienne du bâtiment"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","509808","F1134","Domoticien / Domoticienne"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","510056","F1137","Chargé / Chargée de méthodes BTP"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","510153","F1138","Géothermicien / Géothermicienne"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","510159","F1139","Décorateur / Décoratrice d'intérieur"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","510177","F1141","Ingénieur / Ingénieure études conception électrique"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","515417","F1144","Architecte naval / Architecte navale"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","518590","F1146","Géomètre expert / Géomètre experte"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","153","F1204","Animateur / Animatrice QSE - Qualité Sécurité Environnement BTP"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","213","H1202","Dessinateur / Dessinatrice en électricité-électronique"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","220","H1209","Technicien / Technicienne en électricité et électronique études et développement"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","509358","H1227","Maquettiste en électronique"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","510276","H1228","Chef de groupe projeteur / Cheffe de groupe projeteuse en électricité-électronique"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","509817","H1236","Dessinateur-projeteur / Dessinatrice-projeteuse en électricité-électronique"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","510075","H1237","Ingénieur / Ingénieure énergies renouvelables"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","510028","H1239","Technicien / Technicienne bureau d'études écoconception"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","222","H1301","Inspecteur / Inspectrice de conformité"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488285","H1304","Responsable Hygiène Sécurité Environnement (HSE) en industrie"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","229","H1501","Responsable de laboratoire d'analyse industrielle"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","230","H1502","Responsable qualité en industrie"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","231","H1503","Technicien / Technicienne de laboratoire d'analyse industrielle"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","232","H1504","Contrôleur / Contrôleuse technique en électricité-électronique"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","233","H1505","Nez"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","234","H1506","Contrôleur / Contrôleuse technique en métallurgie"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488278","H1508","Assureur / Assureuse qualité industrie"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","509345","H1523","Responsable Qualité Sécurité Environnement -QSE- en industrie"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","509526","H1524","Chef / Cheffe de projet contrôle qualité"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","509528","H1525","Biologiste de contrôle fabrication en industrie"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","509637","H1526","Technicien / Technicienne qualité-surveillance d'installations industrielles"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","509670","H1527","Responsable de sécurité industrielle"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","509786","H1528","Technicien / Technicienne qualité en industrie"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","509879","H1529","Chargé / Chargée de matériovigilance"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","510069","H1530","Technicien / Technicienne de la qualité de l'eau"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","510271","H1531","Opérateur / Opératrice de laboratoire d'analyse industrielle"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","510305","H1532","Responsable de contrôle non destructif en industrie"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","510457","H1533","Ingénieur / Ingénieure CND END"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","510637","H1534","Ingénieur / Ingénieure d'analyse industrielle"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","519905","H1535","Technicien / Technicienne qualité produit et métrologie en mécanique et travail des métaux"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","245","H2209","Dessinateur / Dessinatrice de structures en bois"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","311","I1302","Technicien / Technicienne de maintenance d'installations automatisées"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488605","I1313","Hydraulicien industriel / Hydraulicienne industrielle"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","509702","I1328","Conseiller / Conseillère en hydraulique agricole"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","324","I1503","Technicien / Technicienne en risques technologiques"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","519930","I1514","Technicien / Technicienne en dépollution"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488791","I1617","Contrôleur / Contrôleuse technique de véhicules"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","522279","K1740","Expert / Experte en opérations spatiales militaires"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","509672","K1806","Chargé / Chargée de développement social et urbain"
