canonical_id,primary_label_en,primary_label_fr,alt_labels_en,alt_labels_fr,hard_soft,it_subtype,sources,member_entity_ids
CANS_1bc6b1203357,attend music recording sessions,assister à des séances d’enregistrement de musique,attending music recording sessions | attend music recording session | participate in music recording sessions | join music recording sessions | listen in on music recording sessions | go to music recording sessions,,hard,autre_hard,ESCO,SKL_b8e094d58721
CANS_9f0015c7137b,Salt (tools for software configuration management),Salt (outils de gestion de configuration logicielle),Salt,,hard,developpement_conception,ESCO,SKL_4687c1d5b8d4
CANS_850b076de4ba,quality assurance methodologies,méthodes d’assurance qualité,quality assurance plans | quality assurance methodology | quality assurance approaches | quality assurance arrangements | quality assurance processes,méthodes de contrôle de la qualité,hard,autre_hard,ESCO,SKL_6a468ac789e8
CANS_f5984f574ede,LINQ,LINQ,Language Integrated Query,,hard,developpement_conception,ESCO,SKL_de055ba807c1
CANS_933700ace428,collaborate on costume and make-up for performances,collaborer pour la création de costumes et de maquillages pour les spectacles,ensure cooperation among production on costume and make-up department | ensure cooperation between costume department and make-up department,,hard,autre_hard,ESCO,SKL_9fde7a7a4ad4
CANS_9f401552377f,study media sources,étudier des sources de médias,study sources of media | study social media sources | study media development,,hard,autre_hard,ESCO,SKL_3d0c901cfcaf
CANS_e39a159b0d16,electricity,électricité,electricals | electrification | basic electricals | basic electrics | electrics | electricity basics,notions de base en électricité | basiques de l'électricité | électricité de base | électrique de base | électrique | électriques | Electricité,hard,autre_hard,ESCO | ROME,SKL_1bae5b813605 | SKL_f63b6c2e45de
CANS_777b6f08e1b6,online moderation techniques,techniques de modération en ligne,online interaction methods | online interaction strategies and methods | online interaction strategies | online moderation methods | online moderation strategies | moderation techniques for online groups | online groups interaction techniques,,hard,autre_hard,ESCO,SKL_00199bcd086f
CANS_33df55f58f8c,ICT recovery techniques,techniques de récupération des données,ICT recovery techniques for corrupted software components | ICT recovery techniques for hardware | ICT recovery techniques for corrupted data | ICT recovery methods | ICT recovery techniques for damaged and corrupted software components,,hard,developpement_conception,ESCO,SKL_5bed2e74daf6
CANS_bf59ae55e46d,cognitive computing,computation cognitive,cognitive computing technology,technologie de l'informatique cognitive | technologie informatique cognitive,hard,programmation,ESCO,SKL_4cd9c82e2b55
CANS_16e95edfbf50,ICT system user requirements,besoins des utilisateurs des systèmes d’information et de communication,analysis of user requirement in ICT systems | analysis of user requirements in ICT systems,,hard,developpement_conception,ESCO,SKL_aea3e91c5092
CANS_8a2a5c03b181,respond to customers' inquiries,répondre aux demandes des clients,deal with client's enquiries | respond to a customer inquiry | answer customers' inquiries | respond to inquiries by customers,communiquer avec la clientèle | satisfaire les demandes des clients | répondre aux besoins des clients | répondre aux demandes de la clientèle,hard,reseau,ESCO,SKL_483e02923b41
CANS_2a6d40390036,audio editing software,éditeur audio,audio editing program | audio editing plugin | audio edit software,logiciel pour l'édition audio,hard,autre_hard,ESCO,SKL_f98531995e62
CANS_b3e2ef8d0a59,review development process of an organisation,analyser le processus de développement d’une organisation,review development process of an organization | judge development process of an organisation | judge development process of an organization | assess development process of an organization | assess development process of an organisation,,hard,developpement_conception,ESCO,SKL_b58c863e0dfe
CANS_6225355afabf,manage standards for data exchange,gérer les normes d’échange de données,set standards for data transformation,,hard,developpement_conception,ESCO,SKL_a0910b4e42c4
CANS_f3e9f453b9eb,manage a team,gérer une équipe,direct a team | managing a team | supervise a team | manage the team,,hard,autre_hard,ESCO,SKL_ebb4510ed841
CANS_dc73d21b8588,create semantic trees,créer des arbres sémantiques,develop a semantic resolution tree | create controlled vocabularies | develop taxonomies and ontologies | create thesauri,,hard,autre_hard,ESCO,SKL_f3f30c18c6c0
CANS_c60c05174157,apply ICT systems theory,appliquer la théorie des systèmes d’information et de communication,follow the theoretical principles for ICT systems | implement theoretical notions for ICT systems | follow the principles of ICT systems theory | implement principles for ICT systems | implement theoretical principless for ICT systems,,hard,autre_hard,ESCO,SKL_3b1c6e0aad62
CANS_6b7e071e6738,operate audio-signal processors,utiliser des processeurs de signaux audio,employ audio-signal processors | run audio-signal processors | operating audio-signal processors | use audio-signal processors | operate audio-signal processor,,hard,autre_hard,ESCO,SKL_5f3c89bad715
CANS_574647df91df,supervise camera crew,superviser une équipe de tournage,supervise camera crews | direct camera crew | organise camera crew | supervising camera crew | oversee camera crew | manage camera crew,,hard,autre_hard,ESCO,SKL_5b83ea838ffd
CANS_77d09f4057c1,projection equipment,matériel de projection,projection apparatus | projection gear | projections equipment | projecting equipment | projection devices | projection instruments,,hard,autre_hard,ESCO,SKL_33e2ad413fc1
CANS_e4383392c12c,develop professional network with researchers and scientists,créer un réseau professionnel avec des chercheurs et des scientifiques,cultivate a professional circle in academia | foster relationships with researchers and scientists | establish connections with researchers and scientists,,hard,reseau,ESCO,SKL_9de0f5461144
CANS_41a28ae507c4,monitor ICT research,suivre la recherche dans le domaine des TIC,keep up with ICT research,,hard,developpement_conception,ESCO,SKL_1cf292a8c0ee
CANS_6417c960e02c,data quality assessment,évaluation de la qualité de données,data quality analysis | analyse data quality,,hard,autre_hard,ESCO,SKL_a0a82942ef54
CANS_c707bebaf644,record music,enregistrer de la musique,record audio | recording music | capture musical sounds,,hard,autre_hard,ESCO,SKL_502af47e0a59
CANS_8315a7cd67ee,project configuration management,gestion de configuration de projet,project deliverables management | project setup control | effective management process | project setup management,,hard,autre_hard,ESCO,SKL_bd85b6465f48
CANS_c0763365f3c6,Python (computer programming),Python (programmation informatique),Python 3K | Python,Python3000 | Py3K | Python2 | Python prog | Python3 | Pyston | Python 3k,hard,langage_ou_techno_nommee,ESCO | ONET,SKL_1cd624314ce9 | SKL_ff7e9ffbb211
CANS_eeb9f1ea96ef,business ICT systems,systèmes TIC de l’entreprise,business IT systems,systèmes TI de l’entreprise | systèmes TIC d’entreprise | systèmes TIC en entreprise | systèmes informatiques de l’entreprise | systèmes TIC pour entreprises,hard,autre_hard,ESCO,SKL_a94e84871ee9
CANS_309b5e4a8fa0,integrate gender dimension in research,intégrer la dimension de genre dans la recherche,account for gender characteristics in scientific research | promote inclusion in research,,hard,autre_hard,ESCO,SKL_4169635a80e2
CANS_1bff635c45f8,perform project management,assurer la gestion de projets,perform management of projects | performing project management | manage projects | do project management | conduct project management | perform projects management,,hard,autre_hard,ESCO,SKL_1911edef9778
CANS_574ebb7c9718,distributed ledger technologies vulnerabilities,vulnérabilités des technologies de registres distribués,security in distributed ledger technology,sécurité dans la technologie des registres distribués | sécurité dans la technologie du registre distribué,hard,donnees_bdd,ESCO,SKL_95ca38c47f50
CANS_c475615d0b16,systems theory,théorie des systèmes,systems fundamentals,,hard,developpement_conception,ESCO,SKL_2826cd7b523c
CANS_8ac4fcfe7b4d,document your own practice,documenter sa propre pratique,document all phases of own practice | keep a record of the practice | document own practice,,hard,autre_hard,ESCO,SKL_82fb2644575a
CANS_9c5cccf7a4b3,iOS,iOS,IPhoneOS | IPhone os | IOS (operating system) | IPadOS | IPhone OS | iPhone OS,OS X iPhone | IPad OS | IPod Touch OS | AppleiOS | Apple iOS | Mac OS X | Iphone os,hard,developpement_conception,ESCO,SKL_8dad71fe8c3c
CANS_74f020110727,explain distributed ledger technologies principles,expliquer les principes des technologies de registres distribués,explain distributed ledger technologies properties,expliquer les propriétés des technologies des registres distribués | expliquer les propriétés des technologies de registre distribué,hard,programmation,ESCO,SKL_af7934165e9a
