unified_id,primary_label_en,primary_label_fr,alt_labels_en,alt_labels_fr,isco_code,occupation_type,sources,member_entity_ids,wikidata_qid,wikidata_url,wikidata_description,description,description_source
UOCC_8b9c06140b6a,Developer / web developer,Développeur / Développeuse web,,Webmaster développeur / Webmaster développeuse | Développeur / Développeuse web mobile | Développeur / Développeuse full-stack | Développeur / Développeuse front-end | Développeur / Développeuse back-end | Développeur / Développeuse no code | Intégrateur / Intégratrice web,3514,unified_occupation,ROME,OCC_c506a18083b7,,,,,
UOCC_31ac2ddc3174,Expert / Cybersecurity expert,Expert / Experte en cybersécurité,,Expert / Experte en sécurité des systèmes d'exploitation | Expert / Experte sécurité informatique | Expert / Experte en sécurité des systèmes d'information | Analyste en cybersécurité | Spécialiste en gestion de crise cyber | Expert / Experte en sécurité informatique (SSI) | Expert / Experte en sécurité des systèmes d'information (SSI) | Analyste de la menace | Expert / Experte sécurité IT,2511,unified_occupation,ROME,OCC_4def1bedc140,,,,,
UOCC_8cb8f652d4f5,Datacenter city planner,Urbaniste Datacenter,,,2522,unified_occupation,ROME,OCC_c86e2d385aa5,,,,,
UOCC_dfe6f7cd4960,Head / Project Manager TMA - Third Maintenance Application,Chef / Cheffe de projet TMA - Tierce Maintenance Applicative,,,1330,unified_occupation,ROME,OCC_202da271cabe,,,,,
UOCC_a667833b1d88,Information Technology Project Managers,Chef / Cheffe de projet maîtrise d'œuvre informatique,,,2522,unified_occupation,ONET | ROME,OCC_1ffff5374bce | OCC_fc361ed0ca3c,,,,"Plan, initiate, and manage information technology (IT) projects. Lead and guide the work of technical staff. Serve as liaison between business and technical aspects of projects. Plan project stages and assess business implications for each stage. Monitor progress to assure deadlines, standards, and cost targets are met.",source
UOCC_7143064f8d0a,Software or application developer/developer,Développeur / Développeuse logiciel ou d'application,,Concepteur / Conceptrice d'application informatique | Concepteur / Conceptrice logiciel informatique | Développeur / Développeuse d'application | Informaticien / Informaticienne d'application | Programmeur / Programmeuse d'applications,2512,unified_occupation,ROME,OCC_d6a2ea4adc66,,,,,
UOCC_5c3466754d9a,Operator of optical fibre,Responsable d'exploitation fibre optique,,Consultant / Consultante télécoms | Négociateur / Négociatrice de sites télécoms en téléphonie mobile | Négociateur / Négociatrice de sites télécoms en fibre optique,2523,unified_occupation,ROME,OCC_6c87c4d3e182,,,,,
UOCC_1a7763179538,Assessor / Assessor for the security of computer systems and products,Evaluateur / Evaluatrice sécurité des systèmes et produits informatiques,,Auditeur / Auditrice en système d'information | Auditeur informaticien / Auditrice informaticienne | Testeur / Testeuse informatique | Analyste en vulnérabilité de code logiciel | Auditeur / Auditrice en sécurité des systèmes d'information | Post auditeur / Post auditrice en sécurité des systèmes d'information | Recetteur / Recetteuse | Auditeur / Auditrice Sécurité des systèmes d'information (SSI),2511,unified_occupation,ROME,OCC_9f440c1548b6,,,,,
UOCC_d78f777a3b2a,Product Owner,Product Owner,,,1330,unified_occupation,ROME,OCC_3946835718f5,,,,,
UOCC_769fb064fc0b,Engineer / Engineer blockchain,Ingénieur / Ingénieure blockchain,,Chef / Cheffe de projet blockchain,2512,unified_occupation,ROME,OCC_58f6f0c81c5b,,,,,
UOCC_57e30ce280f7,Pintestor / Pintestor,Pentesteur / Pentesteuse,,Expert / Experte en tests d'intrusion - sécurité des systèmes d'information,2529,unified_occupation,ROME,OCC_b0651e781d64,,,,,
UOCC_570f941bd475,Head of information systems (SI),Responsable des systèmes d'information (SI),,Responsable de département informatique | Responsable de division informatique | Directeur / Directrice de département informatique | Directeur / Directrice informatique | Responsable de domaine en informatique | Responsable du réseau informatique | Responsable d'un service informatique | Responsable micro-informatique | Chef / Cheffe de service de maintenance informatique | Directeur / Directrice de service informatique (50 salariés ou plus) | Directeur / Directrice de service informatique | Directeur / Directrice de division informatique | Chef / Cheffe de service informatique | Responsable analyse programmation | Responsable maintenance informatique,2522,unified_occupation,ROME,OCC_48e7a1feb2bb,,,,,
UOCC_77011bd51288,Database architect,Architecte base de données,,Architecte de bases de données | Data architect | Spécialiste bases de données | Concepteur / Conceptrice de bases de données,2521,unified_occupation,ROME,OCC_9e721c3b1a5c,,,,,
UOCC_d8d8bb6b354e,Manager of the computer park,Gestionnaire de parc informatique,,Gestionnaire de ressources matérielles informatiques | Gestionnaire de parc micro-informatique,2522,unified_occupation,ROME,OCC_b847e63cc092,,,,,
UOCC_547401800a55,Director / Project Manager in computer science,Directeur / Directrice de projet en informatique,,Responsable de projet architecture et intégration grands systèmes | Responsable de projet architecture informatique | Directeur / Directrice de laboratoire de recherche informatique,2522,unified_occupation,ROME,OCC_5dccaa0f70e3,,,,,
UOCC_3dad54c812f7,Application manager information system,Gestionnaire d'applications système d'information,,,2522,unified_occupation,ROME,OCC_5575a38586ce,,,,,
UOCC_84b64442da75,Decision-making consultant / Decision-making consultant - Business Intelligence,Consultant décisionnel / Consultante décisionnelle - Business Intelligence,,Consultant / Consultante décisionnel - Business Intelligence,2511,unified_occupation,ROME,OCC_c9809e8b4e1d,,,,,
UOCC_0b3900acae46,Specialist IA on board,Spécialiste IA embarquée,,Ingénieur / Ingénieure IA embarquée,2512,unified_occupation,ROME,OCC_4ccd24ba172d,,,,,
UOCC_017dae8d7a2e,Support specialist,Spécialiste support,,Superviseur / Superviseuse Hotline,3512,unified_occupation,ROME,OCC_129225e67499,,,,,
UOCC_09b42b68080a,Coordinator / Coordinator Control of work Information system (MOA SI),Coordinateur / Coordinatrice Maitrise d'Ouvrage Système d'Information (MOA SI),,Assistant / Assistante maîtrise d'ouvrage des systèmes d'information | Responsable utilisateurs des systèmes d'information | Coordonnateur / Coordonnatrice du système d'information,1330,unified_occupation,ROME,OCC_069c1da7cb17,,,,,
UOCC_f77a9514eec3,Technician / Technician Cloud,Technicien / Technicienne Cloud,,,3514,unified_occupation,ROME,OCC_4cb0c0a25225,,,,,
UOCC_b735f97b409b,Developer / Developer blockchain,Développeur / Développeuse blockchain,,,2512,unified_occupation,ROME,OCC_f98f0e96ecac,,,,,
UOCC_1dae8072961e,Head of IT production,Responsable de la production informatique,,Responsable d'exploitation informatique | Directeur / Directrice des risques informatiques,2522,unified_occupation,ROME,OCC_91c7799dadef,,,,,
UOCC_5281997e3ed1,Engineer / Engineer Cloud computing,Ingénieur / Ingénieure Cloud computing,,,2523,unified_occupation,ROME,OCC_5a5307f6b57c,,,,,
UOCC_9870928e01a7,E-health specialist,Spécialiste e-santé,,Consultant / Consultante e-santé | Chef / Cheffe de projet e-santé | Ingénieur / Ingénieure e-santé,2511,unified_occupation,ROME,OCC_7606d49145d3,,,,,
UOCC_d7db94e212e9,Head/Project Manager Mastery in the operation of information systems (MOA),Chef / Cheffe de projet Maîtrise d'Ouvrage des Systèmes d'Information (MOA),,Chef / Cheffe de projet maîtrise d'ouvrage des systèmes d'information | Coordinateur / Coordinatrice projet en Maîtrise d'Ouvrage (MOA),1330,unified_occupation,ROME,OCC_7139e09be76c,,,,,
UOCC_9ed600249c7f,Computer security architect,Architecte sécurité informatique,,Security architect | Architecte cybersécurité,2522,unified_occupation,ROME,OCC_8d1f9f4c93ee,,,,,
UOCC_db1f3a418f6b,Analyst SOC (Security Operations Center),Analyste SOC (Security Operations Center),,,2522,unified_occupation,ROME,OCC_7342748ca544,,,,,
UOCC_d97db129b36d,Computer Systems Engineers/Architects,"Ingénieur / Ingénieure systèmes, réseaux et sécurité informatique",Information Security Engineers,"Chargé / Chargée de mise en exploitation informatique | Chef / Cheffe d'exploitation informatique | Gestionnaire de production informatique | Gestionnaire de ressources informatiques | Ingénieur / Ingénieure de production informatique | Ingénieur / Ingénieure d'exploitation informatique | Pilote de ressources informatiques | Pilote multiserveur informatique | Architecte de sécurité des systèmes d'information | Ingénieur / Ingénieure systèmes, réseaux et sécurité",3513,unified_occupation,ONET | ROME,OCC_6ccbe5fe0132 | OCC_6e95be486cd6 | OCC_a13c1314c47a,,,,"Develop and oversee the implementation of information security procedures and policies. Build, maintain and upgrade security technology, such as firewalls, for the safe use of computer networks and the transmission and retrieval of information. Design and implement appropriate security controls to identify vulnerabilities and protect digital files and electronic infrastructures. Monitor and respond to computer security breaches, viruses, and intrusions, and perform forensic investigation. May oversee the assessment of information security systems.",source
